txn_id,merchant_id,timestamp,amount,hour_of_day,is_odd_hour,billing_city,shipping_city,location_mismatch,device_type,new_device_flag,velocity_last_hour,amount_deviation_ratio,is_fraud
T14590,M113,2026-07-26T10:08:40.789971,28595.67,10,0,Hyderabad,Delhi,1,tablet,0,1,1.43,0
T14591,M124,2026-09-03T16:54:35.789979,467.37,16,0,Kolkata,Delhi,1,desktop,0,1,0.93,0
T14592,M101,2026-08-30T21:55:52.789987,3354.27,21,0,Kolkata,Chennai,1,tablet,0,1,1.12,0
T14593,M133,2026-08-24T12:47:07.789995,3045.66,12,0,Ahmedabad,Mumbai,1,mobile,0,1,1.02,0
T14594,M114,2026-08-16T21:10:50.790003,552.98,21,0,Kolkata,Hyderabad,1,mobile,0,1,1.11,0
T14595,M131,2026-09-01T12:16:42.790011,460.21,12,0,Bhubaneswar,Hyderabad,1,mobile,0,2,0.92,0
T14596,M110,2026-08-26T09:44:55.790019,33743.09,9,0,Kolkata,Bengaluru,1,mobile,0,1,1.69,0
T14597,M120,2026-08-01T10:19:58.790030,832.03,10,0,Pune,Bengaluru,1,tablet,0,1,0.28,0
T14598,M108,2026-09-02T16:53:33.790037,1138.83,16,0,Hyderabad,Delhi,1,desktop,0,3,0.76,0
T14599,M117,2026-08-31T06:36:02.790046,958.89,6,0,Delhi,Bhubaneswar,1,tablet,0,1,0.64,0
T14600,M136,2026-08-28T20:58:26.790053,1547.73,20,1,Hyderabad,Jaipur,1,desktop,0,1,1.03,1
T14601,M109,2026-08-29T05:19:18.790062,12145.84,5,1,Delhi,Pune,1,desktop,0,3,0.61,0
T14602,M133,2026-08-08T01:55:27.790070,4300.8,1,0,Delhi,Jaipur,1,mobile,0,1,1.43,0
T14603,M101,2026-08-01T06:54:12.790078,3045.29,6,1,Jaipur,Kolkata,1,desktop,0,1,1.02,0
T14604,M106,2026-08-05T06:54:12.790086,442.75,6,1,Delhi,Bhubaneswar,1,desktop,0,2,0.89,0
T14605,M100,2026-07-27T11:16:21.790094,824.11,11,0,Mumbai,Chennai,1,mobile,0,1,1.65,0
T14606,M111,2026-08-11T00:45:33.790102,15848.43,0,0,Chennai,Ahmedabad,1,desktop,0,1,0.79,0
T14607,M125,2026-08-09T14:26:18.790111,349.23,14,0,Hyderabad,Bengaluru,1,tablet,0,1,0.7,0
T14608,M103,2026-08-08T09:05:19.790119,742.16,9,1,Bengaluru,Hyderabad,1,mobile,0,1,1.48,1
T14609,M127,2026-08-28T22:08:45.790127,20165.24,22,0,Delhi,Chennai,1,tablet,0,1,1.01,0
T14610,M106,2026-09-01T15:47:08.790135,232.05,15,0,Ahmedabad,Hyderabad,1,mobile,0,1,0.46,0
T14611,M110,2026-08-18T08:38:29.790143,30690.3,8,1,Ahmedabad,Jaipur,1,mobile,0,1,1.53,0
T14612,M112,2026-07-26T00:30:48.790151,2491.49,0,0,Pune,Mumbai,1,desktop,0,1,1.66,0
T14613,M107,2026-08-11T06:41:48.790159,355.88,6,1,Hyderabad,Kolkata,1,desktop,0,1,0.71,0
T14614,M107,2026-08-14T07:52:48.790166,355.73,7,1,Ahmedabad,Ahmedabad,0,tablet,0,1,0.71,0
T14615,M118,2026-08-12T00:17:26.790175,282.11,0,1,Bhubaneswar,Bhubaneswar,0,desktop,0,1,0.56,0
T14616,M126,2026-09-01T03:47:15.790185,3617.56,3,1,Jaipur,Hyderabad,1,mobile,0,1,1.21,0
T14617,M119,2026-08-26T13:30:52.790195,8765.18,13,0,Bhubaneswar,Jaipur,1,tablet,0,3,1.1,0
T14618,M129,2026-08-08T21:30:02.790204,77.61,21,0,Jaipur,Kolkata,1,mobile,0,1,0.16,0
T14619,M114,2026-07-23T14:01:33.790213,94.67,14,0,Mumbai,Bhubaneswar,1,tablet,1,1,0.19,0
T14620,M121,2026-08-20T15:40:37.790221,21430.75,15,0,Hyderabad,Hyderabad,0,desktop,0,1,1.07,0
T14621,M104,2026-09-01T12:58:59.790229,19891.83,12,0,Ahmedabad,Jaipur,1,mobile,0,1,0.99,0
T14622,M111,2026-08-06T06:04:26.790237,20119.93,6,0,Delhi,Hyderabad,1,desktop,0,1,1.01,0
T14623,M117,2026-08-24T12:31:56.790246,887.95,12,0,Hyderabad,Delhi,1,desktop,0,3,0.59,0
T14624,M134,2026-07-27T03:45:20.790254,3172.63,3,1,Bhubaneswar,Delhi,1,desktop,0,1,1.06,0
T14625,M124,2026-08-31T04:11:48.790262,403.92,4,0,Mumbai,Mumbai,0,desktop,0,3,0.81,0
T14626,M119,2026-08-05T15:40:50.790270,7082.92,15,0,Jaipur,Delhi,1,desktop,0,1,0.89,0
T14627,M109,2026-08-15T23:57:01.790279,18368.67,23,1,Delhi,Delhi,0,tablet,0,5,0.92,0
T14628,M134,2026-08-20T22:48:09.790289,4580.73,22,1,Kolkata,Mumbai,1,tablet,1,1,1.53,0
T14629,M118,2026-08-06T22:59:46.790298,593.63,22,1,Kolkata,Kolkata,0,tablet,0,1,1.19,0
T14630,M109,2026-09-01T12:56:52.790306,179336.92,12,0,Ahmedabad,Mumbai,1,tablet,0,4,8.97,0
T14631,M122,2026-08-18T21:41:21.790316,424.29,21,1,Mumbai,Chennai,1,tablet,0,1,0.85,0
T14632,M120,2026-08-26T01:17:55.790324,10261.11,1,0,Hyderabad,Delhi,1,desktop,0,1,3.42,0
T14633,M105,2026-08-13T16:58:09.790333,20650.83,16,0,Jaipur,Bhubaneswar,1,desktop,0,1,1.03,0
T14634,M119,2026-08-22T18:04:35.790341,11018.18,18,0,Delhi,Bhubaneswar,1,desktop,0,1,1.38,0
T14635,M113,2026-07-31T18:51:16.790349,16443.77,18,0,Delhi,Bhubaneswar,1,tablet,0,1,0.82,0
T14636,M125,2026-08-03T06:34:18.790357,609.04,6,1,Bengaluru,Ahmedabad,1,desktop,0,1,1.22,0
T14637,M136,2026-08-06T20:15:01.790367,2853.27,20,1,Bengaluru,Kolkata,1,tablet,0,1,1.9,1
T14638,M123,2026-08-04T19:17:17.790375,8821.6,19,1,Bengaluru,Delhi,1,mobile,0,1,1.1,0
T14639,M121,2026-08-15T03:52:51.790384,26125.38,3,0,Chennai,Delhi,1,tablet,1,4,1.31,0
T14640,M139,2026-08-18T11:32:51.790392,1545.77,11,0,Hyderabad,Bengaluru,1,mobile,0,1,1.03,0
T14641,M139,2026-08-16T00:29:01.790403,932.5,0,1,Ahmedabad,Pune,1,mobile,0,2,0.62,1
T14642,M114,2026-07-30T03:18:32.790411,472.66,3,1,Hyderabad,Bhubaneswar,1,desktop,0,2,0.95,0
T14643,M127,2026-08-07T19:29:46.790419,25984.83,19,0,Bengaluru,Jaipur,1,mobile,1,1,1.3,0
T14644,M100,2026-08-12T09:30:16.790427,400.66,9,0,Pune,Jaipur,1,mobile,0,8,0.8,0
T14645,M139,2026-09-04T07:25:23.790439,355.48,7,1,Ahmedabad,Jaipur,1,mobile,0,1,0.24,0
T14646,M133,2026-08-13T09:14:08.790447,2985.15,9,0,Ahmedabad,Mumbai,1,desktop,0,3,1.0,0
T14647,M132,2026-08-14T11:16:21.790457,237.82,11,0,Kolkata,Mumbai,1,tablet,0,1,0.48,0
T14648,M108,2026-08-12T06:52:52.790466,1750.42,6,1,Delhi,Kolkata,1,desktop,0,1,1.17,0
T14649,M112,2026-09-02T06:15:17.790474,1817.07,6,0,Ahmedabad,Mumbai,1,mobile,0,2,1.21,0
T14650,M118,2026-08-13T12:53:50.790482,320.45,12,0,Jaipur,Jaipur,0,tablet,0,1,0.64,0
T14651,M115,2026-08-13T07:56:55.790490,8421.78,7,0,Bhubaneswar,Jaipur,1,desktop,0,1,1.05,0
T14652,M121,2026-08-04T00:56:32.790498,10042.3,0,0,Delhi,Bengaluru,1,tablet,0,1,0.5,0
T14653,M139,2026-08-10T22:35:10.790507,1472.41,22,1,Pune,Ahmedabad,1,tablet,0,2,0.98,0
T14654,M131,2026-08-30T10:39:49.790515,509.63,10,0,Delhi,Bengaluru,1,tablet,0,1,1.02,0
T14655,M109,2026-07-23T13:48:35.790523,13667.17,13,0,Hyderabad,Chennai,1,desktop,0,2,0.68,0
T14656,M108,2026-08-20T12:58:12.790531,606.01,12,0,Jaipur,Mumbai,1,desktop,0,1,0.4,0
T14657,M102,2026-09-05T10:49:01.790541,1107.94,10,0,Bhubaneswar,Bhubaneswar,0,tablet,0,1,0.74,0
T14658,M102,2026-08-10T15:34:57.790549,1097.64,15,0,Bengaluru,Bhubaneswar,1,mobile,0,1,0.73,0
T14659,M124,2026-07-23T16:56:16.790557,294.35,16,0,Bengaluru,Ahmedabad,1,tablet,0,1,0.59,0
T14660,M103,2026-08-03T21:47:20.790565,2462.62,21,1,Pune,Kolkata,1,mobile,0,1,4.93,1
T14661,M139,2026-08-06T13:25:17.790574,1684.75,13,0,Hyderabad,Pune,1,mobile,0,1,1.12,0
T14662,M100,2026-08-24T20:58:57.790582,746.53,20,0,Jaipur,Kolkata,1,mobile,0,1,1.49,0
T14663,M129,2026-07-27T19:40:54.790590,446.86,19,0,Bengaluru,Hyderabad,1,tablet,0,1,0.89,0
T14664,M132,2026-07-24T09:59:23.790598,319.98,9,0,Jaipur,Chennai,1,desktop,0,2,0.64,0
T14665,M131,2026-07-29T12:18:24.790606,491.4,12,0,Hyderabad,Bengaluru,1,desktop,0,3,0.98,0
T14666,M131,2026-09-02T10:24:26.790615,154.01,10,0,Hyderabad,Delhi,1,tablet,0,1,0.31,0
T14667,M119,2026-08-03T07:11:20.790625,11195.63,7,1,Chennai,Hyderabad,1,mobile,1,2,1.4,1
T14668,M131,2026-08-07T23:38:13.790633,687.63,23,1,Chennai,Bengaluru,1,mobile,0,1,1.38,1
T14669,M104,2026-08-31T08:22:29.790641,18000.19,8,1,Ahmedabad,Chennai,1,desktop,0,1,0.9,1
T14670,M114,2026-07-28T01:53:50.790649,869.92,1,1,Ahmedabad,Chennai,1,desktop,0,1,1.74,0
T14671,M106,2026-07-29T10:40:33.790657,860.93,10,0,Jaipur,Delhi,1,desktop,0,2,1.72,0
T14672,M115,2026-09-03T03:51:55.790665,11998.85,3,0,Jaipur,Delhi,1,mobile,0,1,1.5,0
T14673,M126,2026-08-02T14:32:24.790673,25843.19,14,0,Kolkata,Pune,1,mobile,0,3,8.61,0
T14674,M135,2026-09-04T02:37:10.790682,2846.96,2,0,Delhi,Mumbai,1,mobile,0,5,0.95,0
T14675,M111,2026-08-28T18:37:41.790690,19547.58,18,0,Hyderabad,Kolkata,1,tablet,0,1,0.98,0
T14676,M104,2026-08-02T10:40:35.790698,9590.93,10,0,Bhubaneswar,Jaipur,1,mobile,0,2,0.48,0
T14677,M117,2026-08-10T20:02:50.790708,225.97,20,0,Delhi,Hyderabad,1,desktop,0,1,0.15,0
T14678,M131,2026-07-30T14:23:29.790716,821.13,14,0,Bhubaneswar,Jaipur,1,mobile,0,1,1.64,0
T14679,M122,2026-08-03T02:14:36.790724,574.6,2,1,Hyderabad,Pune,1,mobile,0,1,1.15,0
T14680,M108,2026-08-07T18:59:12.790732,1659.58,18,0,Bhubaneswar,Chennai,1,desktop,0,4,1.11,0
T14681,M123,2026-08-24T07:12:47.790740,7860.45,7,1,Pune,Delhi,1,mobile,0,1,0.98,0
T14682,M128,2026-08-01T20:19:44.790749,35054.08,20,0,Bengaluru,Chennai,1,mobile,0,1,1.75,0
T14683,M121,2026-08-19T12:28:35.790757,25431.58,12,0,Kolkata,Kolkata,0,desktop,0,1,1.27,0
T14684,M124,2026-08-02T22:16:45.790765,371.82,22,0,Ahmedabad,Chennai,1,mobile,0,1,0.74,0
T14685,M132,2026-07-23T22:26:27.790773,295.38,22,0,Mumbai,Jaipur,1,desktop,0,1,0.59,0
T14686,M123,2026-07-25T02:49:48.790780,10304.21,2,1,Delhi,Chennai,1,desktop,1,1,1.29,1
T14687,M114,2026-08-20T00:41:20.790790,594.63,0,1,Pune,Pune,0,tablet,0,2,1.19,0
T14688,M124,2026-09-02T18:10:40.790798,487.18,18,0,Jaipur,Delhi,1,tablet,0,3,0.97,0
T14689,M100,2026-07-27T14:23:33.790806,213.29,14,0,Pune,Delhi,1,tablet,1,1,0.43,0
T14690,M101,2026-09-01T22:03:09.790813,1051.53,22,1,Mumbai,Ahmedabad,1,desktop,1,1,0.35,1
T14691,M110,2026-08-10T22:02:47.790823,11310.49,22,1,Ahmedabad,Ahmedabad,0,tablet,0,1,0.57,0
T14692,M125,2026-08-23T10:11:44.790831,560.37,10,0,Jaipur,Chennai,1,mobile,0,2,1.12,0
T14693,M134,2026-09-03T16:47:44.790839,3566.74,16,0,Jaipur,Ahmedabad,1,mobile,1,1,1.19,0
T14694,M135,2026-08-15T14:13:52.790847,3258.7,14,0,Pune,Hyderabad,1,desktop,0,1,1.09,0
T14695,M118,2026-08-30T02:37:06.790855,523.82,2,1,Ahmedabad,Delhi,1,tablet,1,3,1.05,1
T14696,M121,2026-08-02T13:39:06.790863,26168.3,13,0,Pune,Mumbai,1,tablet,0,4,1.31,0
T14697,M101,2026-08-12T16:44:32.790873,3396.44,16,0,Pune,Chennai,1,desktop,0,1,1.13,0
T14698,M116,2026-07-29T13:21:20.790881,3689.65,13,0,Hyderabad,Kolkata,1,tablet,1,1,1.23,0
T14699,M136,2026-08-17T06:28:06.790889,651.74,6,1,Chennai,Pune,1,mobile,0,1,0.43,0
T14700,M119,2026-08-13T10:42:45.790896,13882.46,10,0,Ahmedabad,Chennai,1,mobile,0,1,1.74,0
T14701,M111,2026-08-09T14:43:55.790904,23894.8,14,0,Pune,Hyderabad,1,tablet,0,1,1.19,0
T14702,M128,2026-08-12T10:36:19.790912,180037.79,10,0,Chennai,Delhi,1,desktop,0,1,9.0,0
T14703,M115,2026-08-13T19:04:32.790921,9895.6,19,0,Pune,Jaipur,1,desktop,0,1,1.24,0
T14704,M139,2026-08-01T21:40:14.790930,1780.42,21,1,Bhubaneswar,Delhi,1,mobile,1,2,1.19,1
T14705,M134,2026-07-30T22:26:52.790938,5260.02,22,1,Kolkata,Pune,1,desktop,0,4,1.75,0
T14706,M124,2026-08-05T19:43:22.790946,258.41,19,0,Ahmedabad,Kolkata,1,desktop,0,1,0.52,0
T14707,M121,2026-09-04T15:09:55.790956,151837.56,15,0,Pune,Mumbai,1,tablet,0,1,7.59,1
T14708,M119,2026-08-04T00:31:24.790965,9650.01,0,1,Bhubaneswar,Bengaluru,1,desktop,0,1,1.21,0
T14709,M110,2026-08-16T23:24:02.790973,5562.99,23,1,Mumbai,Bengaluru,1,tablet,0,1,0.28,0
T14710,M116,2026-08-03T13:34:34.790981,666.14,13,0,Pune,Bengaluru,1,mobile,1,1,0.22,0
T14711,M134,2026-08-28T22:42:01.790989,2574.33,22,1,Bhubaneswar,Delhi,1,tablet,0,2,0.86,1
T14712,M133,2026-07-24T16:57:16.790998,3139.14,16,0,Bhubaneswar,Mumbai,1,desktop,1,1,1.05,0
T14713,M100,2026-08-27T14:54:58.791007,373.93,14,0,Hyderabad,Mumbai,1,mobile,0,1,0.75,0
T14714,M127,2026-08-22T22:21:45.791015,6006.34,22,0,Delhi,Bhubaneswar,1,tablet,0,1,0.3,0
T14715,M131,2026-09-03T18:24:53.791023,555.96,18,0,Ahmedabad,Mumbai,1,tablet,0,1,1.11,0
T14716,M119,2026-08-08T21:39:24.791031,10374.8,21,0,Bhubaneswar,Delhi,1,desktop,0,1,1.3,0
T14717,M113,2026-08-18T19:16:53.791042,17484.1,19,0,Hyderabad,Delhi,1,tablet,0,3,0.87,0
T14718,M126,2026-08-16T00:54:42.791054,2072.05,0,1,Bhubaneswar,Bengaluru,1,tablet,0,1,0.69,0
T14719,M130,2026-08-02T14:18:04.791063,1737.84,14,0,Chennai,Hyderabad,1,desktop,0,2,1.16,0
T14720,M139,2026-07-26T19:39:46.791070,50,19,1,Kolkata,Pune,1,tablet,0,2,0.03,1
T14721,M104,2026-08-25T06:08:54.791079,9708.95,6,1,Hyderabad,Mumbai,1,desktop,0,1,0.49,0
T14722,M136,2026-08-29T20:45:59.791087,909.3,20,1,Delhi,Kolkata,1,mobile,0,4,0.61,1
T14723,M137,2026-07-28T00:07:24.791095,2947.89,0,1,Mumbai,Bengaluru,1,tablet,1,1,0.98,1
T14724,M115,2026-08-13T10:06:39.791103,7989.56,10,0,Jaipur,Mumbai,1,mobile,0,1,1.0,0
T14725,M112,2026-08-05T22:27:43.791111,2383.23,22,0,Pune,Ahmedabad,1,tablet,0,1,1.59,0
T14726,M126,2026-07-29T00:39:39.791119,4806.95,0,1,Kolkata,Bengaluru,1,mobile,0,1,1.6,0
T14727,M114,2026-08-27T13:47:25.791129,631.18,13,0,Delhi,Chennai,1,desktop,0,4,1.26,0
T14728,M119,2026-08-13T22:29:35.791138,15937.58,22,1,Delhi,Kolkata,1,tablet,0,1,1.99,0
T14729,M114,2026-08-14T23:22:21.791146,152.33,23,1,Mumbai,Mumbai,0,tablet,0,3,0.3,0
T14730,M114,2026-08-18T15:13:13.791153,535.35,15,0,Pune,Ahmedabad,1,tablet,1,2,1.07,0
T14731,M127,2026-07-23T11:11:13.791162,23876.97,11,0,Mumbai,Chennai,1,mobile,0,1,1.19,0
T14732,M108,2026-08-05T15:32:24.791169,1369.73,15,0,Jaipur,Jaipur,0,mobile,0,1,0.91,0
T14733,M124,2026-07-24T15:23:40.791178,698.16,15,0,Jaipur,Ahmedabad,1,mobile,0,2,1.4,0
T14734,M116,2026-08-19T08:52:40.791185,3179.84,8,1,Ahmedabad,Bengaluru,1,mobile,0,1,1.06,0
T14735,M100,2026-08-06T19:46:00.791194,583.49,19,0,Hyderabad,Mumbai,1,tablet,0,1,1.17,0
T14736,M107,2026-08-23T18:23:06.791201,643.47,18,0,Bhubaneswar,Bengaluru,1,tablet,0,1,1.29,0
T14737,M135,2026-08-31T07:23:25.791211,3479.66,7,0,Hyderabad,Ahmedabad,1,tablet,0,1,1.16,0
T14738,M135,2026-07-28T00:06:45.791219,1934.41,0,0,Bhubaneswar,Bengaluru,1,desktop,0,1,0.64,0
T14739,M111,2026-07-27T06:45:41.791227,17276.53,6,0,Ahmedabad,Delhi,1,desktop,0,1,0.86,0
T14740,M104,2026-09-05T08:32:06.791235,17969.6,8,1,Mumbai,Bengaluru,1,tablet,0,1,0.9,0
T14741,M110,2026-08-12T01:43:20.791243,6653.23,1,1,Chennai,Jaipur,1,tablet,0,1,0.33,0
T14742,M137,2026-07-27T06:24:58.791251,1706.63,6,1,Jaipur,Hyderabad,1,desktop,0,1,0.57,0
T14743,M121,2026-09-04T23:01:31.791259,24921.83,23,0,Hyderabad,Mumbai,1,tablet,1,3,1.25,1
T14744,M128,2026-08-23T08:44:00.791267,23459.15,8,1,Pune,Hyderabad,1,tablet,0,1,1.17,0
T14745,M133,2026-08-27T09:17:15.791275,2849.23,9,0,Bengaluru,Mumbai,1,desktop,0,1,0.95,0
T14746,M106,2026-09-02T17:33:16.791283,421.36,17,0,Bengaluru,Hyderabad,1,mobile,0,2,0.84,0
T14747,M104,2026-08-24T23:05:35.791293,13410.6,23,1,Kolkata,Ahmedabad,1,mobile,0,8,0.67,1
T14748,M109,2026-08-19T05:49:53.791301,20254.43,5,1,Delhi,Bengaluru,1,mobile,0,5,1.01,0
T14749,M118,2026-08-18T14:50:51.791310,494.56,14,0,Jaipur,Pune,1,desktop,0,1,0.99,0
T14750,M135,2026-08-12T15:48:34.791318,2597.8,15,0,Bengaluru,Ahmedabad,1,desktop,0,4,0.87,0
T14751,M112,2026-08-21T15:55:25.791326,844.33,15,0,Pune,Delhi,1,tablet,0,1,0.56,0
T14752,M103,2026-08-12T16:52:32.791334,355.67,16,0,Kolkata,Bhubaneswar,1,tablet,0,1,0.71,0
T14753,M125,2026-08-26T09:06:18.791342,675.06,9,1,Hyderabad,Ahmedabad,1,tablet,0,2,1.35,1
T14754,M132,2026-08-05T05:07:15.791349,389.04,5,0,Ahmedabad,Jaipur,1,desktop,0,1,0.78,0
T14755,M121,2026-08-16T12:17:09.791359,25831.17,12,0,Delhi,Jaipur,1,tablet,0,3,1.29,0
T14756,M128,2026-08-06T03:34:54.791367,13784.76,3,1,Hyderabad,Bhubaneswar,1,desktop,0,1,0.69,0
T14757,M100,2026-07-31T20:19:44.791377,878.11,20,0,Kolkata,Ahmedabad,1,tablet,0,1,1.76,0
T14758,M133,2026-07-31T09:25:38.791385,1436.3,9,0,Jaipur,Delhi,1,desktop,0,2,0.48,0
T14759,M128,2026-08-26T23:33:22.791393,10472.44,23,1,Bengaluru,Bhubaneswar,1,desktop,0,1,0.52,0
T14760,M101,2026-08-06T18:00:33.791401,3207.44,18,0,Kolkata,Bhubaneswar,1,tablet,0,4,1.07,0
T14761,M120,2026-09-02T16:07:19.791408,3898.08,16,0,Jaipur,Kolkata,1,mobile,0,1,1.3,0
T14762,M100,2026-09-03T01:29:32.791416,178.56,1,1,Bhubaneswar,Hyderabad,1,tablet,0,1,0.36,0
T14763,M110,2026-08-24T19:41:06.791424,20321.01,19,0,Pune,Bhubaneswar,1,desktop,1,1,1.02,0
T14764,M125,2026-08-10T02:56:09.791431,319.39,2,1,Jaipur,Kolkata,1,mobile,0,1,0.64,1
T14765,M131,2026-08-24T11:59:06.791439,560.81,11,0,Mumbai,Pune,1,desktop,1,1,1.12,1
T14766,M130,2026-08-02T04:40:41.791447,668.06,4,0,Chennai,Delhi,1,mobile,0,1,0.45,0
T14767,M127,2026-08-10T09:58:56.791457,18359.33,9,0,Kolkata,Delhi,1,tablet,1,1,0.92,0
T14768,M125,2026-07-24T00:05:17.791469,540.27,0,1,Pune,Kolkata,1,tablet,0,1,1.08,0
T14769,M118,2026-08-02T07:52:20.791478,387.05,7,1,Kolkata,Bhubaneswar,1,desktop,0,1,0.77,0
T14770,M116,2026-08-11T01:54:35.791486,3260.15,1,1,Bengaluru,Kolkata,1,mobile,0,1,1.09,0
T14771,M110,2026-08-31T10:51:48.791494,12311.42,10,0,Bhubaneswar,Bhubaneswar,0,desktop,0,1,0.62,0
T14772,M107,2026-08-16T22:31:45.791503,328.21,22,1,Chennai,Delhi,1,desktop,0,1,0.66,1
T14773,M119,2026-08-17T13:09:01.791511,8591.71,13,0,Pune,Delhi,1,mobile,0,2,1.07,0
T14774,M115,2026-09-03T01:26:15.791519,6961.43,1,0,Bhubaneswar,Hyderabad,1,mobile,0,1,0.87,0
T14775,M104,2026-08-25T07:38:20.791527,20840.29,7,1,Hyderabad,Chennai,1,tablet,0,1,1.04,0
T14776,M138,2026-07-24T11:23:56.791535,698.89,11,0,Kolkata,Jaipur,1,desktop,0,1,1.4,0
T14777,M113,2026-08-12T08:05:02.791545,15606.62,8,0,Jaipur,Hyderabad,1,desktop,0,1,0.78,0
T14778,M103,2026-08-05T19:38:14.791553,663.97,19,1,Kolkata,Ahmedabad,1,tablet,0,1,1.33,0
T14779,M112,2026-08-28T01:54:11.791561,1852.9,1,0,Bengaluru,Chennai,1,tablet,0,1,1.24,0
T14780,M126,2026-08-14T21:18:54.791569,2188.11,21,1,Delhi,Bengaluru,1,mobile,0,2,0.73,0
T14781,M101,2026-09-05T18:41:07.791577,4922.11,18,0,Bhubaneswar,Chennai,1,desktop,1,1,1.64,0
T14782,M124,2026-09-01T19:00:03.791586,326.94,19,0,Delhi,Hyderabad,1,tablet,0,1,0.65,0
T14783,M133,2026-08-12T16:37:52.791594,2359.14,16,0,Bhubaneswar,Bhubaneswar,0,desktop,0,1,0.79,0
T14784,M133,2026-08-12T13:39:06.791602,3300.13,13,0,Chennai,Delhi,1,tablet,0,1,1.1,0
T14785,M139,2026-08-05T20:12:04.791610,2817.15,20,1,Chennai,Chennai,0,desktop,0,1,1.88,0
T14786,M108,2026-08-09T13:54:41.791617,1329.36,13,0,Jaipur,Kolkata,1,mobile,0,1,0.89,0
T14787,M110,2026-08-18T16:08:19.791627,26979.06,16,0,Mumbai,Ahmedabad,1,desktop,1,5,1.35,0
T14788,M107,2026-08-04T06:02:34.791635,482.17,6,1,Bengaluru,Jaipur,1,mobile,0,1,0.96,1
T14789,M138,2026-08-25T10:49:10.791643,516.36,10,0,Mumbai,Jaipur,1,tablet,0,1,1.03,0
T14790,M100,2026-09-04T05:28:41.791651,464.21,5,1,Bhubaneswar,Bhubaneswar,0,mobile,0,2,0.93,0
T14791,M120,2026-08-11T02:28:54.791659,1890.39,2,0,Ahmedabad,Bhubaneswar,1,desktop,0,1,0.63,0
T14792,M125,2026-08-31T12:43:45.791668,511.03,12,0,Ahmedabad,Delhi,1,tablet,0,1,1.02,0
T14793,M133,2026-08-11T22:50:19.791676,5035.4,22,0,Hyderabad,Hyderabad,0,tablet,0,1,1.68,0
T14794,M100,2026-08-01T14:21:01.791684,724.29,14,0,Bhubaneswar,Jaipur,1,desktop,0,1,1.45,0
T14795,M123,2026-08-31T06:32:24.791692,12474.29,6,1,Bhubaneswar,Ahmedabad,1,desktop,0,1,1.56,0
T14796,M117,2026-08-30T23:12:02.791700,1504.52,23,0,Pune,Chennai,1,mobile,0,1,1.0,0
T14797,M103,2026-09-04T22:15:52.791710,654.05,22,1,Mumbai,Delhi,1,tablet,0,1,1.31,0
T14798,M116,2026-09-05T13:13:00.791718,1521.63,13,0,Bhubaneswar,Bengaluru,1,mobile,1,1,0.51,0
T14799,M118,2026-08-22T17:16:49.791726,488.1,17,0,Jaipur,Kolkata,1,tablet,0,1,0.98,0
T14800,M138,2026-07-31T05:10:27.791734,592.2,5,1,Pune,Bengaluru,1,desktop,0,1,1.18,1
T14801,M120,2026-08-22T22:16:00.791742,2457.53,22,0,Jaipur,Chennai,1,tablet,0,2,0.82,0
T14802,M105,2026-08-23T15:01:54.791750,23412.21,15,0,Bhubaneswar,Hyderabad,1,mobile,0,1,1.17,0
T14803,M139,2026-08-07T01:48:24.791758,862.93,1,1,Mumbai,Delhi,1,tablet,0,1,0.58,0
T14804,M124,2026-07-27T01:38:13.791766,178.91,1,0,Bengaluru,Bhubaneswar,1,tablet,0,2,0.36,0
T14805,M104,2026-07-23T15:58:58.791774,27686.53,15,0,Jaipur,Chennai,1,mobile,1,1,1.38,1
T14806,M115,2026-08-24T10:30:10.791782,9383.85,10,0,Hyderabad,Chennai,1,tablet,0,8,1.17,1
T14807,M123,2026-08-05T15:42:16.791791,10969.77,15,0,Delhi,Bengaluru,1,tablet,0,2,1.37,0
T14808,M117,2026-08-27T18:57:54.791799,2155.19,18,0,Chennai,Chennai,0,tablet,1,1,1.44,0
T14809,M132,2026-08-21T23:25:01.791807,470.77,23,0,Jaipur,Bhubaneswar,1,mobile,0,3,0.94,0
T14810,M113,2026-08-08T11:31:17.791815,28168.25,11,0,Pune,Kolkata,1,mobile,0,2,1.41,0
T14811,M100,2026-08-16T02:16:17.791823,299.57,2,1,Jaipur,Delhi,1,mobile,1,2,0.6,1
T14812,M129,2026-08-30T14:08:45.791830,461.17,14,0,Chennai,Mumbai,1,desktop,0,1,0.92,0
T14813,M120,2026-07-23T21:18:10.791839,3404.94,21,0,Jaipur,Bengaluru,1,tablet,0,1,1.13,0
T14814,M120,2026-08-29T07:33:58.791846,2769.23,7,0,Mumbai,Kolkata,1,tablet,0,1,0.92,0
T14815,M106,2026-08-22T07:05:15.791854,813.4,7,1,Pune,Bhubaneswar,1,desktop,0,1,1.63,0
T14816,M100,2026-08-03T06:08:24.791862,681.7,6,1,Hyderabad,Bhubaneswar,1,desktop,0,1,1.36,0
T14817,M101,2026-08-25T09:19:34.791872,4008.81,9,0,Mumbai,Mumbai,0,tablet,0,5,1.34,0
T14818,M113,2026-07-28T05:00:25.791881,24473.86,5,0,Ahmedabad,Hyderabad,1,mobile,0,3,1.22,0
T14819,M101,2026-09-02T05:06:38.791891,17003.99,5,1,Hyderabad,Bengaluru,1,tablet,1,1,5.67,1
